,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement_Rate
1207,2023-02-28 13:55:37.506,DOTA2,TWITTER,N/A ,538,29,Text,5.390334572490707
1208,2023-02-28 13:52:33.241,General ,TWITTER,Community Engagement ,21423,238,Photo,1.1109555151005928
1209,2023-02-28 13:52:32.000,General ,FBPAGE,Community Engagement ,16251,1785,Photo,10.983939449880008
1210,2023-02-28 13:51:03.772,DOTA2,TWITTER,Community Engagement ,4127,160,Photo,3.8769081657378237
1211,2023-02-28 13:51:02.000,General ,FBPAGE,Community Engagement ,36289,6919,Photo,19.066383752652317
1212,2023-02-28 13:46:31.670,DOTA2,TWITTER,N/A ,1508,34,Text,2.2546419098143233
1213,2023-02-28 13:42:46.003,General ,TWITTER,Community Engagement ,15974,106,Photo,0.6635783147614874
1214,2023-02-28 13:39:13.778,General ,TWITTER,Community Engagement ,29101,220,Text,0.7559877667434108
1215,2023-02-28 13:27:50.033,DOTA2,TWITTER,Community Engagement ,4169,626,Video,15.015591268889422
1216,2023-02-28 13:27:28.000,General ,FBPAGE,Community Engagement ,28362,5536,Video,19.51907481841901
1217,2023-02-28 13:06:22.000,General ,INSTAGRAM,Evergreen ,31284,1633,Video,5.21992072624984
1218,2023-02-28 13:00:07.000,General ,TIKTOK_BUSINESS,Evergreen ,659,43,Video,6.525037936267071
1219,2023-02-28 13:00:05.326,General ,YOUTUBE,Evergreen ,379,19,Video,5.013192612137203
1220,2023-02-28 12:44:12.478,DOTA2,TWITTER,N/A ,78,7,Text,8.974358974358974
1221,2023-02-28 12:38:37.518,DOTA2,TWITTER,N/A ,168,10,Link,5.952380952380952
1222,2023-02-28 12:34:45.715,DOTA2,TWITTER,Community Engagement ,6250,722,Video,11.552
1223,2023-02-28 12:34:34.000,General ,FBPAGE,Community Engagement ,15005,2215,Video,14.761746084638455
1224,2023-02-28 12:33:34.997,General ,TWITTER,Community Engagement ,3080,71,Text,2.3051948051948052
1225,2023-02-28 12:26:59.000,General ,INSTAGRAM,Community Engagement ,7665,0,Video,0.0
1226,2023-02-28 12:19:26.924,General ,TWITTER,Community Engagement ,26308,411,Text,1.562262429679185
1227,2023-02-28 12:17:15.339,DOTA2,TWITTER,Community Engagement ,38148,2452,Video,6.427597777078746
1229,2023-02-28 12:15:28.000,General ,INSTAGRAM,Community Engagement ,8286,0,Video,0.0
1230,2023-02-28 12:13:51.000,General ,INSTAGRAM,Community Engagement ,9175,0,Photo,0.0
1231,2023-02-28 12:00:22.000,General ,FBPAGE,Community Engagement ,42979,9569,Video,22.264361664999186
1232,2023-02-28 11:54:27.312,General ,TWITTER,Community Engagement ,60585,4255,Video,7.023190558719154
1233,2023-02-28 11:53:09.660,DOTA2,TWITTER,N/A ,10300,480,Text,4.660194174757281
1234,2023-02-28 11:46:35.724,DOTA2,TWITTER,N/A ,396,16,Text,4.040404040404041
1235,2023-02-28 11:45:46.408,General ,TWITTER,Community Engagement ,17839,187,Photo,1.0482650372778743
1236,2023-02-28 11:45:46.000,General ,FBPAGE,Community Engagement ,12131,618,Photo,5.094386283076416
1238,2023-02-28 11:45:12.000,General ,FBPAGE,Community Engagement ,35374,5236,Photo,14.801831853903996
1239,2023-02-28 11:45:11.980,DOTA2,TWITTER,Community Engagement ,2364,110,Photo,4.653130287648055
1240,2023-02-28 11:28:17.847,DOTA2,TWITTER,N/A ,4076,141,Text,3.4592737978410204
1241,2023-02-28 10:15:15.000,General ,INSTAGRAM,Community Engagement ,23547,2322,Photo,9.861128806217351
1242,2023-02-28 10:00:35.000,General ,INSTAGRAM,Evergreen ,9115,96,Video,1.0532089961601754
1243,2023-02-28 10:00:10.000,General ,TIKTOK_BUSINESS,Evergreen ,1287,50,Video,3.8850038850038846
1244,2023-02-28 10:00:04.705,General ,TWITTER,Community Engagement ,21451,251,Photo,1.1701086196447719
1245,2023-02-28 10:00:04.182,General ,YOUTUBE,Evergreen ,588,26,Video,4.421768707482993
1246,2023-02-28 10:00:04.000,General ,FBPAGE,Community Engagement ,11902,1006,Photo,8.452360947739876
1247,2023-02-28 08:28:52.555,DOTA2,TWITTER,N/A ,287,12,Text,4.181184668989547
1250,2023-02-28 08:07:22.459,DOTA2,TWITTER,N/A ,261,0,Text,0.0
1251,2023-02-28 08:04:59.822,DOTA2,TWITTER,Community Engagement ,9746,710,Photo,7.285040016416991
1253,2023-02-28 07:13:20.231,DOTA2,TWITTER,N/A ,1650,92,Photo,5.575757575757575
1254,2023-02-28 05:18:48.507,DOTA2,TWITTER,Community Engagement ,13350,2164,Photo,16.209737827715358
1259,2023-02-27 17:42:55.665,General ,TWITTER,Community Engagement ,4087,193,Text,4.722290188402251
1261,2023-02-27 13:55:33.806,DOTA2,TWITTER,Community Engagement ,11594,1805,Video,15.56839744695532
1263,2023-02-27 13:30:45.000,General ,INSTAGRAM,Evergreen ,31158,1162,Video,3.7293792926375247
1264,2023-02-27 13:30:08.000,General ,TIKTOK_BUSINESS,Evergreen ,1210,22,Video,1.8181818181818181
1265,2023-02-27 13:30:06.353,General ,YOUTUBE,Evergreen ,303,11,Video,3.6303630363036308
1266,2023-02-27 08:30:07.019,DOTA2,TWITTER,N/A ,896,24,Text,2.6785714285714284
1267,2023-02-27 07:58:03.000,General ,INSTAGRAM,Evergreen ,32375,1014,Video,3.132046332046332
1268,2023-02-27 07:57:45.000,General ,TIKTOK_BUSINESS,Evergreen ,1277,66,Video,5.168363351605325
1269,2023-02-27 07:57:42.807,General ,YOUTUBE,Evergreen ,265,16,Video,6.037735849056604
1270,2023-02-27 06:47:27.379,DOTA2,TWITTER,N/A ,980,28,Text,2.857142857142857
1271,2023-02-26 20:55:41.562,DOTA2,TWITTER,N/A ,373,7,Text,1.876675603217158
1273,2023-02-26 20:37:17.832,DOTA2,TWITTER,N/A ,7603,382,Text,5.024332500328818
1274,2023-02-26 18:32:52.524,General ,TWITTER,Community Engagement ,21015,215,Photo,1.023078753271473
1275,2023-02-26 17:10:27.825,General ,TWITTER,Community Engagement ,15845,46,Photo,0.2903124013884506
1276,2023-02-26 16:40:39.961,General ,TWITTER,Community Engagement ,408,7,Video,1.715686274509804
1277,2023-02-26 16:34:15.988,General ,TWITTER,Community Engagement ,26417,469,Video,1.775371919597229
1279,2023-02-26 16:31:49.000,General ,INSTAGRAM,Community Engagement ,9415,117,Video,1.2426978226234733
1280,2023-02-26 11:00:33.000,General ,INSTAGRAM,Evergreen ,11697,177,Video,1.5132085150038472
1281,2023-02-26 11:00:27.495,General ,TWITTER,Community Engagement ,27512,1242,Video,4.51439371910439
1282,2023-02-26 11:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1626,69,Video,4.243542435424354
1283,2023-02-26 11:00:03.497,General ,YOUTUBE,Evergreen ,596,24,Video,4.026845637583892
1285,2023-02-26 09:36:42.774,DOTA2,TWITTER,N/A ,323,4,Text,1.238390092879257
1286,2023-02-26 09:33:46.086,DOTA2,TWITTER,N/A ,379,5,Text,1.3192612137203166
1287,2023-02-26 09:25:07.190,DOTA2,TWITTER,N/A ,2365,108,Text,4.5665961945031714
1288,2023-02-26 09:22:43.323,DOTA2,TWITTER,Community Engagement ,4631,344,Photo,7.4282012524292815
1289,2023-02-26 09:22:42.000,General ,FBPAGE,Community Engagement ,39490,9650,Photo,24.436566219296026
1290,2023-02-26 09:14:30.000,General ,INSTAGRAM,Community Engagement ,10325,0,Photo,0.0
1291,2023-02-26 09:14:19.827,DOTA2,TWITTER,N/A ,648,9,Text,1.3888888888888888
1292,2023-02-26 09:13:09.333,DOTA2,TWITTER,N/A ,1005,26,Text,2.587064676616915
1293,2023-02-26 09:12:40.262,General ,TWITTER,Community Engagement ,1569,167,Text,10.64372211599745
1295,2023-02-26 09:11:05.114,DOTA2,TWITTER,Community Engagement ,39432,1098,Photo,2.784540474741327
1296,2023-02-26 09:11:04.000,General ,FBPAGE,Community Engagement ,56192,13905,Photo,24.745515375854215
1297,2023-02-26 09:10:55.000,General ,INSTAGRAM,Community Engagement ,33657,2202,Photo,6.54247259114003
1298,2023-02-26 09:10:45.860,General ,TWITTER,Community Engagement ,60313,839,Photo,1.39107655066072
1299,2023-02-26 09:10:45.000,General ,FBPAGE,Community Engagement ,19545,1137,Photo,5.817344589409056
1300,2023-02-26 09:09:00.000,General ,FBPAGE,Community Engagement ,19262,1682,Photo,8.732218876544492
1301,2023-02-26 09:08:59.951,General ,TWITTER,Community Engagement ,23858,376,Photo,1.5759912817503563
1302,2023-02-26 09:08:34.611,DOTA2,TWITTER,Community Engagement ,3539,246,Photo,6.951116134501271
1303,2023-02-26 09:08:33.000,General ,FBPAGE,Community Engagement ,40128,8674,Photo,21.615829346092504
1304,2023-02-26 08:38:25.581,General ,TWITTER,Community Engagement ,18585,945,Video,5.084745762711865
1305,2023-02-26 08:37:57.000,General ,FBPAGE,Community Engagement ,29979,6142,Video,20.487674705627274
1306,2023-02-26 08:36:47.000,General ,FBPAGE,Community Engagement ,42542,10687,Photo,25.12105683794838
1307,2023-02-26 08:36:43.018,DOTA2,TWITTER,Community Engagement ,5613,549,Photo,9.780865847140568
1315,2023-02-26 08:05:32.715,DOTA2,TWITTER,N/A ,2920,58,Text,1.9863013698630139
1316,2023-02-26 07:50:11.535,General ,TWITTER,Community Engagement ,15905,165,Photo,1.0374096196164728
1317,2023-02-26 07:50:11.000,General ,FBPAGE,Community Engagement ,11189,1100,Photo,9.831084100455804
1318,2023-02-26 07:48:32.282,DOTA2,TWITTER,Community Engagement ,3211,218,Photo,6.789162254749299
1319,2023-02-26 07:48:31.000,General ,FBPAGE,Community Engagement ,40767,9021,Photo,22.12819191993524
1320,2023-02-26 07:07:24.937,DOTA2,TWITTER,N/A ,280,2,Text,0.7142857142857143
1322,2023-02-26 07:03:20.032,General ,TWITTER,Community Engagement ,12764,65,Photo,0.5092447508617988
1323,2023-02-26 07:03:20.000,General ,FBPAGE,Community Engagement ,11374,477,Photo,4.193775276947424
1324,2023-02-26 07:03:17.000,General ,FBPAGE,Community Engagement ,22467,2438,Photo,10.851471046423644
1325,2023-02-26 07:03:16.416,DOTA2,TWITTER,Community Engagement ,1699,72,Photo,4.2377869334902885
1326,2023-02-26 06:38:49.332,DOTA2,TWITTER,N/A ,589,16,Text,2.7164685908319184
1328,2023-02-26 06:35:45.461,DOTA2,TWITTER,N/A ,375,9,Text,2.4
1330,2023-02-26 06:32:15.820,DOTA2,TWITTER,N/A ,1184,26,Photo,2.195945945945946
1331,2023-02-26 06:31:22.320,DOTA2,TWITTER,Community Engagement ,6165,795,Video,12.895377128953772
1332,2023-02-26 06:31:16.000,General ,FBPAGE,Community Engagement ,31993,8775,Video,27.427874847622917
1333,2023-02-26 06:00:13.000,General ,INSTAGRAM,Community Engagement ,29248,2551,Photo,8.721963894967178
1334,2023-02-26 06:00:10.000,General ,FBPAGE,Community Engagement ,18181,813,Photo,4.4717012265551945
1335,2023-02-26 06:00:03.693,General ,TWITTER,Community Engagement ,16867,190,Photo,1.12645995138436
1336,2023-02-25 14:29:59.012,General ,TWITTER,Community Engagement ,18845,161,Photo,0.8543380206951445
1337,2023-02-25 14:21:30.512,DOTA2,TWITTER,N/A ,1968,72,Photo,3.6585365853658534
1338,2023-02-25 14:08:10.350,CSGO,TWITTER,Community Engagement ,6519,82,Link,1.257861635220126
1339,2023-02-25 14:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,613,45,Video,7.3409461663947795
1340,2023-02-25 13:57:16.119,DOTA2,TWITTER,N/A ,11063,517,Text,4.673235108017717
1341,2023-02-25 13:47:49.067,DOTA2,TWITTER,N/A ,626,19,Text,3.035143769968051
1342,2023-02-25 13:45:51.654,CSGO,TWITTER,N/A ,145,5,Text,3.4482758620689653
1344,2023-02-25 13:35:23.000,General ,FBPAGE,Community Engagement ,15165,2723,Photo,17.955819320804483
1345,2023-02-25 13:35:22.393,General ,TWITTER,Community Engagement ,18297,190,Photo,1.0384215991692627
1346,2023-02-25 13:34:36.660,DOTA2,TWITTER,Community Engagement ,3220,181,Photo,5.62111801242236
1347,2023-02-25 13:34:36.000,General ,FBPAGE,Community Engagement ,40567,9013,Photo,22.217566001922744
1348,2023-02-25 13:30:41.891,DOTA2,TWITTER,N/A ,1888,90,Text,4.766949152542373
1349,2023-02-25 13:26:15.724,DOTA2,TWITTER,N/A ,1429,33,Video,2.309307207837649
1350,2023-02-25 13:08:22.028,DOTA2,TWITTER,N/A ,1055,29,Text,2.748815165876777
1351,2023-02-25 13:06:35.532,General ,TWITTER,Community Engagement ,11989,39,Photo,0.3252981900075069
1352,2023-02-25 13:05:23.338,DOTA2,TWITTER,N/A ,1030,21,Text,2.0388349514563107
1354,2023-02-25 12:32:41.918,DOTA2,TWITTER,Community Engagement ,2035,89,Text,4.3734643734643734
1355,2023-02-25 12:32:41.000,General ,FBPAGE,Community Engagement ,28117,4739,Text,16.854571967137318
1356,2023-02-25 12:31:35.579,General ,TWITTER,Community Engagement ,434,24,Text,5.529953917050691
1357,2023-02-25 12:31:32.969,General ,TWITTER,Community Engagement ,20093,127,Text,0.6320609167371721
1359,2023-02-25 12:02:30.219,DOTA2,TWITTER,Community Engagement ,1157,35,Text,3.025064822817632
1360,2023-02-25 12:02:30.000,General ,FBPAGE,Community Engagement ,31031,5382,Text,17.343946376204443
1361,2023-02-25 11:43:21.996,DOTA2,TWITTER,N/A ,1473,38,Text,2.5797691785471826
1362,2023-02-25 11:38:49.052,DOTA2,TWITTER,Community Engagement ,1574,73,Photo,4.637865311308768
1363,2023-02-25 11:38:49.000,General ,FBPAGE,Community Engagement ,27684,5294,Photo,19.12295910995521
1364,2023-02-25 11:38:06.192,General ,TWITTER,Community Engagement ,35565,247,Photo,0.6945030226346127
1365,2023-02-25 11:38:06.000,General ,FBPAGE,Community Engagement ,13824,684,Photo,4.947916666666666
1367,2023-02-25 11:07:48.308,CSGO,TWITTER,Community Engagement ,115,7,Text,6.086956521739131
1369,2023-02-25 10:00:01.803,General ,TWITTER,Community Engagement ,24152,148,Text,0.612785690626035
1370,2023-02-25 10:00:01.374,General ,TWITTER,Community Engagement ,452337,6994,Photo,1.5461923300548042
1372,2023-02-25 09:21:54.454,DOTA2,TWITTER,N/A ,838,57,Text,6.801909307875895
1373,2023-02-25 09:19:19.765,General ,TWITTER,Community Engagement ,27345,625,Photo,2.285609800694825
1374,2023-02-25 09:19:01.374,DOTA2,TWITTER,Community Engagement ,7542,667,Photo,8.843808008485812
1376,2023-02-25 09:17:55.000,General ,FBPAGE,Community Engagement ,16110,2375,Photo,14.74239602731223
1377,2023-02-25 09:01:01.000,General ,INSTAGRAM,Evergreen ,11582,134,Video,1.1569677085132102
1378,2023-02-25 09:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,293,5,Video,1.7064846416382253
1379,2023-02-25 09:00:05.033,Content Creators,YOUTUBE,Evergreen ,12,1,Video,8.333333333333332
1380,2023-02-25 08:57:50.343,DOTA2,TWITTER,N/A ,602,38,Photo,6.312292358803987
1382,2023-02-25 08:53:51.990,DOTA2,TWITTER,N/A ,3841,338,Photo,8.799791720906015
1383,2023-02-25 08:09:55.579,DOTA2,TWITTER,Community Engagement ,3246,227,Text,6.993222427603205
1384,2023-02-25 08:09:55.000,General ,FBPAGE,Community Engagement ,26404,5311,Text,20.114376609604605
1385,2023-02-25 08:09:23.984,General ,TWITTER,Community Engagement ,36885,963,Photo,2.6108174054493696
1386,2023-02-25 08:09:23.000,General ,FBPAGE,Community Engagement ,22779,2809,Photo,12.331533429913517
1388,2023-02-25 07:49:12.068,DOTA2,TWITTER,Community Engagement ,2029,246,Video,12.12419911286348
1389,2023-02-25 07:49:04.000,General ,FBPAGE,Community Engagement ,19179,3391,Video,17.680796704729133
1391,2023-02-25 07:03:40.000,General ,FBPAGE,Community Engagement ,34297,4461,Photo,13.006968539522406
1392,2023-02-25 07:03:39.367,DOTA2,TWITTER,Community Engagement ,1235,56,Photo,4.534412955465587
1393,2023-02-25 07:03:25.930,CSGO,TWITTER,Community Engagement ,4375,219,Text,5.005714285714285
1394,2023-02-25 07:01:32.165,General ,TWITTER,Community Engagement ,13987,180,Photo,1.2869092728962608
1395,2023-02-25 07:01:32.000,General ,FBPAGE,Community Engagement ,13669,470,Photo,3.438437339966347
1396,2023-02-25 06:46:21.569,CSGO,TWITTER,Community Engagement ,7994,655,Photo,8.193645233925444
1397,2023-02-25 06:26:13.000,General ,FBPAGE,Community Engagement ,22880,1997,Photo,8.728146853146853
1398,2023-02-25 06:26:12.402,DOTA2,TWITTER,Community Engagement ,2083,111,Photo,5.328852616418627
1401,2023-02-25 05:38:01.950,CSGO,TWITTER,Community Engagement ,6102,54,Photo,0.8849557522123894
1402,2023-02-25 04:31:08.649,CSGO,TWITTER,Community Engagement ,2087,46,Photo,2.2041207474844273
1403,2023-02-25 03:37:29.541,CSGO,TWITTER,Community Engagement ,17148,2408,Video,14.04245393048752
1404,2023-02-25 03:31:38.849,CSGO,TWITTER,Community Engagement ,8327,159,Photo,1.909451182899003
1405,2023-02-24 16:50:53.640,General ,TWITTER,Community Engagement ,15535,223,Photo,1.4354682973929838
1406,2023-02-24 16:37:30.000,General ,FBPAGE,N/A ,35237,9562,Photo,27.13624882935551
1407,2023-02-24 16:36:57.155,General ,TWITTER,Community Engagement ,18874,269,Photo,1.4252410723746953
1408,2023-02-24 16:36:52.543,DOTA2,TWITTER,N/A ,2007,127,Photo,6.327852516193324
1409,2023-02-24 16:36:08.854,General ,TWITTER,Community Engagement ,13536,135,Video,0.9973404255319149
1410,2023-02-24 16:30:22.726,General ,TWITTER,Community Engagement ,14152,122,Photo,0.8620689655172413
1411,2023-02-24 16:03:39.759,DOTA2,TWITTER,N/A ,631,26,Video,4.120443740095087
1412,2023-02-24 16:01:01.417,General ,TWITTER,Community Engagement ,3273,301,Video,9.196455850901314
1414,2023-02-24 15:57:10.385,General ,TWITTER,Community Engagement ,31147,220,Photo,0.7063280572767843
1415,2023-02-24 15:56:36.547,General ,TWITTER,Community Engagement ,12409,243,Video,1.9582561044403257
1416,2023-02-24 15:55:39.000,General ,FBPAGE,N/A ,27321,2001,Photo,7.324036455473812
1417,2023-02-24 15:14:13.527,DOTA2,TWITTER,N/A ,592,22,Text,3.7162162162162162
1418,2023-02-24 15:08:54.612,DOTA2,TWITTER,N/A ,29,2,Text,6.896551724137931
1419,2023-02-24 15:07:09.728,DOTA2,TWITTER,N/A ,596,27,Text,4.530201342281879
1420,2023-02-24 15:06:19.235,DOTA2,TWITTER,N/A ,701,29,Text,4.136947218259629
1421,2023-02-24 15:05:27.389,DOTA2,TWITTER,N/A ,530,8,Text,1.509433962264151
1422,2023-02-24 14:54:26.219,DOTA2,TWITTER,N/A ,943,82,Text,8.695652173913043
1423,2023-02-24 14:52:29.489,DOTA2,TWITTER,Community Engagement ,19759,903,Photo,4.570069335492686
1425,2023-02-24 14:51:19.000,General ,FBPAGE,Community Engagement ,32161,5047,Photo,15.692919996268772
1426,2023-02-24 14:51:18.607,General ,TWITTER,Community Engagement ,36613,920,Photo,2.5127686887171223
1429,2023-02-24 14:27:42.489,DOTA2,TWITTER,Community Engagement ,3040,201,Photo,6.6118421052631575
1430,2023-02-24 14:27:41.000,General ,FBPAGE,Community Engagement ,50770,10377,Photo,20.43923576915501
1433,2023-02-24 14:19:54.980,DOTA2,TWITTER,N/A ,498,18,Text,3.614457831325301
1434,2023-02-24 14:09:24.812,DOTA2,TWITTER,N/A ,88,10,Photo,11.363636363636363
1435,2023-02-24 14:00:03.826,General ,YOUTUBE,Evergreen ,755,36,Video,4.768211920529802
1436,2023-02-24 13:47:08.684,DOTA2,TWITTER,N/A ,4964,402,Text,8.098307816277197
1437,2023-02-24 13:46:59.438,General ,TWITTER,Community Engagement ,1140,101,Text,8.859649122807017
1438,2023-02-24 13:46:33.029,General ,TWITTER,Community Engagement ,26480,2150,Video,8.119335347432024
1439,2023-02-24 13:46:10.318,DOTA2,TWITTER,N/A ,1090,49,Text,4.495412844036697
1441,2023-02-24 13:44:18.134,DOTA2,TWITTER,Community Engagement ,23560,1227,Photo,5.207979626485569
1442,2023-02-24 13:44:17.000,General ,FBPAGE,Community Engagement ,57621,15025,Photo,26.075562728866213
1443,2023-02-24 12:55:52.948,DOTA2,TWITTER,N/A ,1857,78,Text,4.20032310177706
1444,2023-02-24 12:46:12.419,General ,TWITTER,Community Engagement ,1501,44,Video,2.9313790806129245
1445,2023-02-24 12:41:45.167,DOTA2,TWITTER,Community Engagement ,2594,297,Photo,11.449498843484966
1446,2023-02-24 12:41:44.000,General ,FBPAGE,Community Engagement ,37817,8336,Photo,22.04299653594944
1447,2023-02-24 12:24:46.000,General ,FBPAGE,Community Engagement ,27925,6998,Photo,25.059982094897045
1448,2023-02-24 12:24:45.729,DOTA2,TWITTER,Community Engagement ,1797,138,Photo,7.6794657762938225
1449,2023-02-24 12:24:43.000,General ,FBPAGE,Community Engagement ,16900,908,Photo,5.372781065088757
1450,2023-02-24 12:24:42.609,General ,TWITTER,Community Engagement ,10532,82,Photo,0.7785795670338017
1451,2023-02-24 12:16:45.912,General ,TWITTER,Community Engagement ,1542,27,Video,1.7509727626459144
1452,2023-02-24 12:06:05.000,General ,INSTAGRAM,Evil Exhibited ,150,0,Video,0.0
1453,2023-02-24 12:00:08.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,286,11,Video,3.8461538461538463
1454,2023-02-24 12:00:05.512,Valorant,YOUTUBE,Evil Exhibited ,35,5,Video,14.285714285714285
1463,2023-02-24 11:23:15.473,General ,TWITTER,Evil Exhibited ,408,14,Text,3.431372549019608
1464,2023-02-24 11:11:08.399,General ,TWITTER,Evil Exhibited ,528,21,Text,3.977272727272727
1467,2023-02-24 11:06:53.000,General ,INSTAGRAM,Community Engagement ,7503,136,Video,1.8126082900173264
1468,2023-02-24 11:01:12.149,General ,TWITTER,Evil Exhibited ,27942,1586,Video,5.676043232409992
1469,2023-02-24 09:53:30.000,Valorant,YOUTUBE,Evil Exhibited ,331,22,Video,6.646525679758309
1470,2023-02-24 09:25:58.933,DOTA2,TWITTER,N/A ,301,5,Text,1.6611295681063125
1471,2023-02-24 09:14:20.247,General ,TWITTER,Community Engagement ,12597,108,Photo,0.8573469873779471
1472,2023-02-24 09:14:19.000,General ,FBPAGE,Community Engagement ,16072,3837,Photo,23.873817819810853
1473,2023-02-24 09:12:50.336,DOTA2,TWITTER,Community Engagement ,5484,362,Photo,6.601021152443471
1475,2023-02-24 09:09:34.176,General ,TWITTER,Community Engagement ,10677,68,Text,0.6368830195747869
1476,2023-02-24 09:03:27.360,DOTA2,TWITTER,Community Engagement ,2033,85,Text,4.181013280865716
